index,Event Name,Swim time,Swim date,Event description,Team Code,Team Name,Athlete Full Name,Gender,Athlete birth date,Rank_Order,City,Country Code,Duration (hh:mm:ss:ff)
1248,US National Championships (50m),58.75,7/28/2018,Women 100 Backstroke LCM Female,USA,United States of America,"SMOLIGA, Olivia",F,10/12/1994,139,Irvine,USA,0:0:58:75
1249,Olympic Games Rio 2016,58.75,8/13/2016,Women 100 Backstroke LCM Female,DEN,Denmark,"NIELSEN, Mie Oe",F,9/25/1996,140,Rio de Janeiro,BRA,0:0:58:75
1250,Olympic Games Rio 2016,58.75,8/8/2016,Women 100 Backstroke LCM Female,USA,United States of America,"BAKER, Kathleen",F,2/28/1997,141,Rio de Janeiro,BRA,0:0:58:75
1251,16th FINA World Championships 2015,58.75,8/4/2015,Women 100 Backstroke LCM Female,AUS,Australia,"WILSON, Madison",F,5/31/1994,142,Kazan,RUS,0:0:58:75
1252,Olympic Games Tokyo 2020,58.75,7/24/2021,Men 100 Breaststroke LCM Male,CHN,People's Republic of China,"YAN, Zibei",M,10/12/1995,111,Tokyo,JPN,0:0:58:75
1253,European Championships 2021,58.75,5/18/2021,Men 100 Breaststroke LCM Male,BLR,Belarus,"SHYMANOVICH, Ilya",M,8/2/1994,112,Budapest,HUN,0:0:58:75
1254,Italian Winter National Championships (50m),58.75,12/12/2019,Men 100 Breaststroke LCM Male,ITA,Italy,"MARTINENGHI, Nicolo",M,8/1/1999,113,Riccione,ITA,0:0:58:75
1255,Olympic Games Rio 2016,58.76,8/8/2016,Women 100 Backstroke LCM Female,CAN,Canada,"MASSE, Kylie",F,1/18/1996,143,Rio de Janeiro,BRA,0:0:58:76
1256,Olympic Games Rio 2016,58.76,8/8/2016,Women 100 Backstroke LCM Female,CHN,People's Republic of China,"FU, Yuanhui",F,1/7/1996,144,Rio de Janeiro,BRA,0:0:58:76
1257,British National Swimming Championships (50m),58.76,4/14/2021,Men 100 Breaststroke LCM Male,GBR,Great Britain,"WILBY, James",M,11/12/1993,114,London,GBR,0:0:58:76
1258,19th FINA World Championships Budapest 2022,58.77,6/25/2022,Women 100 Backstroke LCM Female,AUS,Australia,"MCKEOWN, Kaylee",F,7/12/2001,145,Budapest,HUN,0:0:58:77
1259,TYR Pro Swim Series Indianapolis 2021,58.77,5/15/2021,Women 100 Backstroke LCM Female,USA,United States of America,"SMITH, Regan",F,2/9/2002,146,Indianapolis,USA,0:0:58:77
1260,Mare Nostrum - Trofeu Internacional Ciutat de Barcelona 2018,58.77,6/13/2018,Women 100 Backstroke LCM Female,USA,United States of America,"BAKER, Kathleen",F,2/28/1997,147,Barcelona,ESP,0:0:58:77
1261,17th FINA World Championships 2017,58.77,7/25/2017,Women 100 Backstroke LCM Female,USA,United States of America,"SMOLIGA, Olivia",F,10/12/1994,148,Budapest,HUN,0:0:58:77
1262,Olympic Games Rio 2016,58.77,8/13/2016,Women 100 Backstroke LCM Female,CAN,Canada,"MASSE, Kylie",F,1/18/1996,149,Rio de Janeiro,BRA,0:0:58:77
1263,Olympic Games Beijing 2008,58.77,8/11/2008,Women 100 Backstroke LCM Female,ZIM,Zimbabwe,"COVENTRY, Kirsty",F,9/16/1983,150,Beijing,CHN,0:0:58:77
1264,Swimmeet Amsterdam,58.77,7/3/2021,Men 100 Breaststroke LCM Male,NED,Netherlands,"KAMMINGA, Arno",M,10/22/1995,115,Amsterdam,NED,0:0:58:77
1265,Belarus National Championships (50m),58.77,4/21/2021,Men 100 Breaststroke LCM Male,BLR,Belarus,"SHYMANOVICH, Ilya",M,8/2/1994,116,Brest,BLR,0:0:58:77
1266,16th FINA World Championships 2015,58.78,8/3/2015,Women 100 Backstroke LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,151,Kazan,RUS,0:0:58:78
1267,13th FINA World Championships 2009,58.78,7/27/2009,Women 100 Backstroke LCM Female,GBR,Great Britain,"SPOFFORTH, Gemma",F,11/17/1987,152,Rome,ITA,0:0:58:78
1268,Phillips 66 International Team Trials 2022,58.78,4/29/2022,Men 100 Breaststroke LCM Male,USA,United States of America,"ANDREW, Michael",M,4/18/1999,117,Greensboro,USA,0:0:58:78
1269,Italian National Championships (50m),58.78,4/10/2022,Men 100 Breaststroke LCM Male,ITA,Italy,"MARTINENGHI, Nicolo",M,8/1/1999,118,Milano,ITA,0:0:58:78
1270,Rotterdam Qualification Meet,58.78,12/5/2020,Men 100 Breaststroke LCM Male,NED,Netherlands,"KAMMINGA, Arno",M,10/22/1995,119,Rotterdam,NED,0:0:58:78
1271,McCullagh International 2020,58.78,2/20/2020,Men 100 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,12/28/1994,120,Bangor,IRL,0:0:58:78
1272,Mare Nostrum -  Meeting International de Canet-en-Roussillon 2019,58.78,6/11/2019,Men 100 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,12/28/1994,121,Canet-en-Roussillon,FRA,0:0:58:78
1273,Mare Nostrum - 36th Meeting International de Natation de Monte Carlo 2018,58.78,6/16/2018,Men 100 Breaststroke LCM Male,JPN,Japan,"KOSEKI, Yasuhiro",M,3/14/1992,122,Monaco,MON,0:0:58:78
1274,Edinburgh International Swim Meet,58.78,3/3/2018,Men 100 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,12/28/1994,123,Edinburgh,GBR,0:0:58:78
1275,22nd Commonwealth Games 2022,58.79,8/3/2022,Women 100 Backstroke LCM Female,AUS,Australia,"MCKEOWN, Kaylee",F,7/12/2001,153,Birmingham,GBR,0:0:58:79
1276,TYR Pro Swim Series Des Moines 2020,58.79,3/7/2020,Women 100 Backstroke LCM Female,USA,United States of America,"SMITH, Regan",F,2/9/2002,154,Des Moines,USA,0:0:58:79
1277,18th FINA World Championships 2019,58.79,7/28/2019,Women 100 Backstroke LCM Female,USA,United States of America,"SMOLIGA, Olivia",F,10/12/1994,155,Gwangju,KOR,0:0:58:79
1278,13th Pan Pacific Championships 2018,58.79,8/10/2018,Women 100 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,6/5/1992,156,Tokyo,JPN,0:0:58:79
1279,15th FINA World Championships 2013,58.79,8/4/2013,Women 100 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,6/5/1992,157,Barcelona,ESP,0:0:58:79
1280,Meeting International FFN - Golden Tour,58.79,3/24/2019,Men 100 Breaststroke LCM Male,BLR,Belarus,"SHYMANOVICH, Ilya",M,8/2/1994,124,Marseille,FRA,0:0:58:79
1281,17th FINA World Championships 2017,58.79,7/24/2017,Men 100 Breaststroke LCM Male,USA,United States of America,"CORDES, Kevin",M,8/13/1993,125,Budapest,HUN,0:0:58:79
1282,15th FINA World Championships 2013,58.79,7/29/2013,Men 100 Breaststroke LCM Male,AUS,Australia,"SPRENGER, Christian",M,12/19/1985,126,Barcelona,ESP,0:0:58:79
1283,17th FINA World Championships 2017,58.8,7/24/2017,Women 100 Backstroke LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,158,Budapest,HUN,0:0:58:80
1284,Olympic Games Rio 2016,58.8,8/8/2016,Women 100 Backstroke LCM Female,DEN,Denmark,"NIELSEN, Mie Oe",F,9/25/1996,159,Rio de Janeiro,BRA,0:0:58:80
1285,US Olympic Team Trials - Wave II,58.8,6/14/2021,Men 100 Breaststroke LCM Male,USA,United States of America,"FINK, Nic",M,7/3/1993,127,Omaha,USA,0:0:58:80
1286,US Olympic Team Trials - Wave II,58.8,6/13/2021,Men 100 Breaststroke LCM Male,USA,United States of America,"WILSON, Andrew",M,9/16/1993,128,Omaha,USA,0:0:58:80
1287,European Championships 2021,58.8,5/17/2021,Men 100 Breaststroke LCM Male,GBR,Great Britain,"WILBY, James",M,11/12/1993,129,Budapest,HUN,0:0:58:80
1288,TYR Pro Swim Series Indianapolis 2021,58.81,5/15/2021,Women 100 Backstroke LCM Female,USA,United States of America,"SMITH, Regan",F,2/9/2002,160,Indianapolis,USA,0:0:58:81
1289,16th FINA World Championships 2015,58.81,8/9/2015,Women 100 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,6/5/1992,161,Kazan,RUS,0:0:58:81
1290,19th FINA World Championships Budapest 2022,58.81,6/18/2022,Men 100 Breaststroke LCM Male,USA,United States of America,"FINK, Nic",M,7/3/1993,130,Budapest,HUN,0:0:58:81
1291,US Olympic Team Trials - Wave II,58.82,6/15/2021,Women 100 Backstroke LCM Female,USA,United States of America,"BERKOFF, Katharine",F,1/28/2001,162,Omaha,USA,0:0:58:82
1292,TAC Spring Invitational 2021 (50m),58.82,5/15/2021,Women 100 Backstroke LCM Female,USA,United States of America,"CURZAN, Claire",F,6/30/2004,163,Cary,USA,0:0:58:82
1293,TYR Pro Swim Series Bloomington 2019,58.82,5/19/2019,Women 100 Backstroke LCM Female,USA,United States of America,"SMITH, Regan",F,2/9/2002,164,Bloomington,USA,0:0:58:82
1294,TYR Pro Swim Series Indianapolis 2021,58.82,5/13/2021,Men 100 Breaststroke LCM Male,USA,United States of America,"ANDREW, Michael",M,4/18/1999,131,Indianapolis,USA,0:0:58:82
1295,Manchester International Swim Meet,58.82,2/12/2021,Men 100 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,12/28/1994,132,Manchester,GBR,0:0:58:82
1296,Japan Open 2017 (50m),58.82,5/19/2017,Men 100 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,12/28/1994,133,Tokyo,JPN,0:0:58:82
1297,22nd Commonwealth Games 2022,58.83,7/30/2022,Women 100 Backstroke LCM Female,CAN,Canada,"MASSE, Kylie",F,1/18/1996,165,Birmingham,GBR,0:0:58:83
1298,18th FINA World Championships 2019,58.83,7/22/2019,Women 100 Backstroke LCM Female,CAN,Canada,"RUCK, Taylor",F,5/28/2000,166,Gwangju,KOR,0:0:58:83
1299,13th Pan Pacific Championships 2018,58.83,8/10/2018,Women 100 Backstroke LCM Female,USA,United States of America,"BAKER, Kathleen",F,2/28/1997,167,Tokyo,JPN,0:0:58:83
1300,US National Championships (50m),58.83,7/28/2018,Women 100 Backstroke LCM Female,USA,United States of America,"SMITH, Regan",F,2/9/2002,168,Irvine,USA,0:0:58:83
1301,17th FINA World Championships 2017,58.83,7/25/2017,Women 100 Backstroke LCM Female,RUS,Russian Federation,"FESIKOVA, Anastasiia",F,5/8/1990,169,Budapest,HUN,0:0:58:83
1302,Olympic Games Rio 2016,58.83,8/13/2016,Women 100 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,6/5/1992,170,Rio de Janeiro,BRA,0:0:58:83
1303,Olympic Games London 2012,58.83,7/30/2012,Women 100 Backstroke LCM Female,JPN,Japan,"TERAKAWA, Aya",F,11/12/1984,171,London,GBR,0:0:58:83
1304,Russian National  Championships (50m),58.83,10/26/2020,Men 100 Breaststroke LCM Male,RUS,Russian Federation,"CHUPKOV, Anton",M,2/22/1997,134,Kazan,RUS,0:0:58:83
1305,FINA Champions Swim Series 2020,58.83,1/18/2020,Men 100 Breaststroke LCM Male,CHN,People's Republic of China,"YAN, Zibei",M,10/12/1995,135,Beijing,CHN,0:0:58:83
1306,18th FINA World Championships 2019,58.83,7/21/2019,Men 100 Breaststroke LCM Male,GBR,Great Britain,"WILBY, James",M,11/12/1993,136,Gwangju,KOR,0:0:58:83
1307,Olympic Games London 2012,58.83,7/28/2012,Men 100 Breaststroke LCM Male,RSA,South Africa,"VAN DER BURGH, Cameron",M,5/25/1988,137,London,GBR,0:0:58:83
1308,Olympic Games Rio 2016,58.84,8/7/2016,Women 100 Backstroke LCM Female,USA,United States of America,"BAKER, Kathleen",F,2/28/1997,172,Rio de Janeiro,BRA,0:0:58:84
1309,Olympic Games Rio 2016,58.84,8/7/2016,Women 100 Backstroke LCM Female,USA,United States of America,"BAKER, Kathleen",F,2/28/1997,173,Rio de Janeiro,BRA,0:0:58:84
1310,16th FINA World Championships 2015,58.84,8/3/2015,Women 100 Backstroke LCM Female,DEN,Denmark,"NIELSEN, Mie Oe",F,9/25/1996,174,Kazan,RUS,0:0:58:84
1311,12th Pan Pacific Championships 2014,58.84,8/21/2014,Women 100 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,6/5/1992,175,Gold Coast,AUS,0:0:58:84
1312,Japan National Championships (50m),58.84,4/11/2013,Women 100 Backstroke LCM Female,JPN,Japan,"TERAKAWA, Aya",F,11/12/1984,176,Nagaoka,JPN,0:0:58:84
1313,Olympic Games Tokyo 2020,58.84,7/26/2021,Men 100 Breaststroke LCM Male,USA,United States of America,"ANDREW, Michael",M,4/18/1999,138,Tokyo,JPN,0:0:58:84
1314,21st Commonwealth Games 2018,58.84,4/7/2018,Men 100 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,12/28/1994,139,Gold Coast,AUS,0:0:58:84
1315,18th FINA World Championships 2019,58.85,7/23/2019,Women 100 Backstroke LCM Female,AUS,Australia,"ATHERTON, Minna",F,5/17/2000,177,Gwangju,KOR,0:0:58:85
1316,17th FINA World Championships 2017,58.85,7/24/2017,Women 100 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,6/5/1992,178,Budapest,HUN,0:0:58:85
1317,US Olympic Team Trials,58.85,6/25/2012,Women 100 Backstroke LCM Female,USA,United States of America,"FRANKLIN, Missy",F,5/10/1995,179,Omaha,USA,0:0:58:85
1318,Q-Cup Heidelberg,58.85,4/2/2022,Men 100 Breaststroke LCM Male,NED,Netherlands,"KAMMINGA, Arno",M,10/22/1995,140,Heidelberg,GER,0:0:58:85
1319,Open Age Long Cours Clubs Championship,58.85,8/3/2019,Men 100 Breaststroke LCM Male,TUR,Turkey,"SAKCI, Huseyin",M,11/15/1997,141,Istanbul,TUR,0:0:58:85
1320,Olympic Games Tokyo 2020,58.86,7/25/2021,Women 100 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,6/5/1992,180,Tokyo,JPN,0:0:58:86
1321,Hancock Prospecting Australian Swimming Trials 2021,58.86,6/13/2021,Women 100 Backstroke LCM Female,AUS,Australia,"O'CALLAGHAN, Mollie",F,4/2/2004,181,Adelaide,AUS,0:0:58:86
1322,TYR Pro Swim Series Knoxville 2020,58.86,1/18/2020,Women 100 Backstroke LCM Female,USA,United States of America,"BACON, Phoebe",F,8/12/2002,182,Knoxville,USA,0:0:58:86
1323,17th FINA World Championships 2017,58.86,7/30/2017,Women 100 Backstroke LCM Female,CAN,Canada,"MASSE, Kylie",F,1/18/1996,183,Budapest,HUN,0:0:58:86
1324,16th FINA World Championships 2015,58.86,8/4/2015,Women 100 Backstroke LCM Female,DEN,Denmark,"NIELSEN, Mie Oe",F,9/25/1996,184,Kazan,RUS,0:0:58:86
1325,18th Asian Games 2018,58.86,8/22/2018,Men 100 Breaststroke LCM Male,JPN,Japan,"KOSEKI, Yasuhiro",M,3/14/1992,142,Jakarta,INA,0:0:58:86
1326,Arena Pro Swim Indianapolis 2017,58.86,3/4/2017,Men 100 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,12/28/1994,143,Indianapolis,USA,0:0:58:86
1327,The National Games,58.87,9/19/2021,Men 100 Breaststroke LCM Male,CHN,People's Republic of China,"YAN, Zibei",M,10/12/1995,144,Xian,CHN,0:0:58:87
1328,Manchester International Swim Meet,58.87,2/12/2021,Men 100 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,12/28/1994,145,Manchester,GBR,0:0:58:87
1329,18th FINA World Championships 2019,58.87,7/21/2019,Men 100 Breaststroke LCM Male,BLR,Belarus,"SHYMANOVICH, Ilya",M,8/2/1994,146,Gwangju,KOR,0:0:58:87
1330,Olympic Games Rio 2016,58.87,8/7/2016,Men 100 Breaststroke LCM Male,USA,United States of America,"MILLER, Cody",M,1/9/1992,147,Rio de Janeiro,BRA,0:0:58:87
1331,Australian National Championships (50m),58.87,4/1/2014,Men 100 Breaststroke LCM Male,AUS,Australia,"SPRENGER, Christian",M,12/19/1985,148,Brisbane,AUS,0:0:58:87
1332,US Olympic Team Trials - Wave II,58.88,6/14/2021,Women 100 Backstroke LCM Female,USA,United States of America,"BERKOFF, Katharine",F,1/28/2001,185,Omaha,USA,0:0:58:88
1333,US Olympic Team Trials - Wave II,58.88,6/14/2021,Women 100 Backstroke LCM Female,USA,United States of America,"WHITE, Rhyan",F,1/25/2000,186,Omaha,USA,0:0:58:88
1334,FINA/airweave Swimming World Cup 2015,58.88,9/26/2015,Women 100 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,6/5/1992,187,Hong Kong,HKG,0:0:58:88
1335,FINA/airweave Swimming World Cup 2015,58.88,8/12/2015,Women 100 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,6/5/1992,188,Moscow,RUS,0:0:58:88
1336,13th FINA World Championships 2009,58.88,7/28/2009,Women 100 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,6/5/1992,189,Rome,ITA,0:0:58:88
1337,European Championships 2021,58.88,5/17/2021,Men 100 Breaststroke LCM Male,ITA,Italy,"MARTINENGHI, Nicolo",M,8/1/1999,149,Budapest,HUN,0:0:58:88
1338,19th FINA World Championships Budapest 2022,58.89,6/19/2022,Women 100 Backstroke LCM Female,CAN,Canada,"MASSE, Kylie",F,1/18/1996,190,Budapest,HUN,0:0:58:89
1339,BHP Aquatic Super Series 2015,58.89,1/31/2015,Women 100 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,6/5/1992,191,Perth,AUS,0:0:58:89
1340,19th FINA World Championships Budapest 2022,58.89,6/18/2022,Men 100 Breaststroke LCM Male,NED,Netherlands,"KAMMINGA, Arno",M,10/22/1995,150,Budapest,HUN,0:0:58:89
1341,18th FINA World Championships 2019,58.89,7/21/2019,Men 100 Breaststroke LCM Male,JPN,Japan,"KOSEKI, Yasuhiro",M,3/14/1992,151,Gwangju,KOR,0:0:58:89
1342,Hancock Prospecting National Championships Australia (50m),58.9,2/28/2018,Women 100 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,6/5/1992,192,Gold Coast,AUS,0:0:58:90
1343,NSW State Open Championships 2015,58.9,2/28/2015,Women 100 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,6/5/1992,193,Sydney,AUS,0:0:58:90
1344,McCullagh International 2020,58.9,2/20/2020,Men 100 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,12/28/1994,152,Bangor,IRL,0:0:58:90
1345,Japan National Championships (50m),58.9,4/2/2012,Men 100 Breaststroke LCM Male,JPN,Japan,"KITAJIMA, Kosuke",M,9/22/1982,153,Tokyo,JPN,0:0:58:90
1346,Phillips 66 National Championships (50m) 2022,58.91,7/29/2022,Women 100 Backstroke LCM Female,USA,United States of America,"WHITE, Rhyan",F,1/25/2000,194,Irvine,USA,0:0:58:91
1347,Rotterdam Qualification Meet,58.91,12/6/2020,Women 100 Backstroke LCM Female,NED,Netherlands,"TOUSSAINT, Kira",F,5/22/1994,195,Rotterdam,NED,0:0:58:91
1348,18th FINA World Championships 2019,58.91,7/23/2019,Women 100 Backstroke LCM Female,USA,United States of America,"SMOLIGA, Olivia",F,10/12/1994,196,Gwangju,KOR,0:0:58:91
1349,18th FINA World Championships 2019,58.91,7/22/2019,Women 100 Backstroke LCM Female,CAN,Canada,"MASSE, Kylie",F,1/18/1996,197,Gwangju,KOR,0:0:58:91
1350,21st Commonwealth Games 2018,58.91,4/6/2018,Women 100 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,6/5/1992,198,Gold Coast,AUS,0:0:58:91
1351,FINA/airweave Swimming World Cup 2015,58.91,8/16/2015,Women 100 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,6/5/1992,199,Paris-Chartres,FRA,0:0:58:91
1352,Australian National Championships (50m),58.91,4/4/2015,Women 100 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,6/5/1992,200,Sydney,AUS,0:0:58:91
1353,18th FINA World Championships 2019,58.91,7/21/2019,Men 100 Breaststroke LCM Male,JPN,Japan,"KOSEKI, Yasuhiro",M,3/14/1992,154,Gwangju,KOR,0:0:58:91
1354,Olympic Games Rio 2016,58.91,8/6/2016,Men 100 Breaststroke LCM Male,JPN,Japan,"KOSEKI, Yasuhiro",M,3/14/1992,155,Rio de Janeiro,BRA,0:0:58:91
1355,Olympic Games Beijing 2008,58.91,8/11/2008,Men 100 Breaststroke LCM Male,JPN,Japan,"KITAJIMA, Kosuke",M,9/22/1982,156,Beijing,CHN,0:0:58:91
1356,Mare Nostrum -  Meeting International de Canet-en-Roussillon 2019,58.92,6/11/2019,Men 100 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,12/28/1994,157,Canet-en-Roussillon,FRA,0:0:58:92
1357,National Chinese Championships (50m),58.92,4/8/2017,Men 100 Breaststroke LCM Male,CHN,People's Republic of China,"YAN, Zibei",M,10/12/1995,158,Qingdae,CHN,0:0:58:92
1358,19th FINA World Championships Budapest 2022,58.93,6/19/2022,Men 100 Breaststroke LCM Male,GBR,Great Britain,"WILBY, James",M,11/12/1993,159,Budapest,HUN,0:0:58:93
1359,FINA Swimming World Cup 2019,58.93,8/15/2019,Men 100 Breaststroke LCM Male,USA,United States of America,"WILSON, Andrew",M,9/16/1993,160,Singapore,SGP,0:0:58:93
1360,18th FINA World Championships 2019,58.93,7/22/2019,Men 100 Breaststroke LCM Male,JPN,Japan,"KOSEKI, Yasuhiro",M,3/14/1992,161,Gwangju,KOR,0:0:58:93
1361,Olympic Games London 2012,58.93,7/29/2012,Men 100 Breaststroke LCM Male,AUS,Australia,"SPRENGER, Christian",M,12/19/1985,162,London,GBR,0:0:58:93
1362,Eindhoven Qualification Meet,58.94,4/10/2022,Men 100 Breaststroke LCM Male,NED,Netherlands,"KAMMINGA, Arno",M,10/22/1995,163,Eindhoven,NED,0:0:58:94
1363,European Championships 2021,58.94,5/18/2021,Men 100 Breaststroke LCM Male,ITA,Italy,"MARTINENGHI, Nicolo",M,8/1/1999,164,Budapest,HUN,0:0:58:94
1364,FINA Swimming World Cup 2019,58.94,11/1/2019,Men 100 Breaststroke LCM Male,RUS,Russian Federation,"CHUPKOV, Anton",M,2/22/1997,165,Kazan,RUS,0:0:58:94
1365,19th Luxembourg Euro Meet 2017,58.94,1/29/2017,Men 100 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,12/28/1994,166,Luxembourg,LUX,0:0:58:94
1366,US Olympic Team Trials - Swimming,58.94,6/26/2016,Men 100 Breaststroke LCM Male,USA,United States of America,"CORDES, Kevin",M,8/13/1993,167,Omaha,USA,0:0:58:94
1367,European Championships 2016,58.94,5/16/2016,Men 100 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,12/28/1994,168,London,GBR,0:0:58:94
1368,20th Commonwealth Games 2014,58.94,7/26/2014,Men 100 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,12/28/1994,169,Glasgow,GBR,0:0:58:94
1369,Qualifikationswettkampf,58.95,4/3/2021,Men 100 Breaststroke LCM Male,GER,Germany,"SCHWINGENSCHLOGL, Fabian",M,8/15/1991,170,Heidelberg,GER,0:0:58:95
1370,FINA Champions Swim Series 2020,58.95,1/18/2020,Men 100 Breaststroke LCM Male,NED,Netherlands,"KAMMINGA, Arno",M,10/22/1995,171,Beijing,CHN,0:0:58:95
1371,18th FINA World Championships 2019,58.95,7/21/2019,Men 100 Breaststroke LCM Male,USA,United States of America,"WILSON, Andrew",M,9/16/1993,172,Gwangju,KOR,0:0:58:95
1372,13th FINA World Championships 2009,58.95,7/27/2009,Men 100 Breaststroke LCM Male,RSA,South Africa,"VAN DER BURGH, Cameron",M,5/25/1988,173,Rome,ITA,0:0:58:95
1373,19th FINA World Championships Budapest 2022,58.96,6/18/2022,Men 100 Breaststroke LCM Male,USA,United States of America,"ANDREW, Michael",M,4/18/1999,174,Budapest,HUN,0:0:58:96
1374,Olympic Games Tokyo 2020,58.96,7/26/2021,Men 100 Breaststroke LCM Male,GBR,Great Britain,"WILBY, James",M,11/12/1993,175,Tokyo,JPN,0:0:58:96
1375,National Swimming Championships 2019 (50m),58.96,3/24/2019,Men 100 Breaststroke LCM Male,CHN,People's Republic of China,"YAN, Zibei",M,10/12/1995,176,Qingdao,CHN,0:0:58:96
1376,Japan Swim 2018,58.96,4/3/2018,Men 100 Breaststroke LCM Male,JPN,Japan,"KOSEKI, Yasuhiro",M,3/14/1992,177,Tokyo,JPN,0:0:58:96
1377,16th FINA World Championships 2015,58.96,8/2/2015,Men 100 Breaststroke LCM Male,LTU,Lithuania,"TITENIS, Giedrius",M,7/21/1989,178,Kazan,RUS,0:0:58:96
1378,European Championships 2014,58.96,8/19/2014,Men 100 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,12/28/1994,179,Berlin,GER,0:0:58:96
1379,13th FINA World Championships 2009,58.96,7/26/2009,Men 100 Breaststroke LCM Male,USA,United States of America,"SHANTEAU, Eric",M,10/1/1983,180,Rome,ITA,0:0:58:96
1380,2017 National Games ,58.97,9/1/2017,Men 100 Breaststroke LCM Male,CHN,People's Republic of China,"YAN, Zibei",M,10/12/1995,181,Tianjin,CHN,0:0:58:97
1381,FINA/airweave Swimming World Cup 2015,58.97,8/16/2015,Men 100 Breaststroke LCM Male,RSA,South Africa,"VAN DER BURGH, Cameron",M,5/25/1988,182,Paris-Chartres,FRA,0:0:58:97
1382,15th FINA World Championships 2013,58.97,7/29/2013,Men 100 Breaststroke LCM Male,RSA,South Africa,"VAN DER BURGH, Cameron",M,5/25/1988,183,Barcelona,ESP,0:0:58:97
